,inv1819,inv1920,inv2021,inv2122,inv2223,inv2324,week
4169,13.19,18.2,11.29,14.62,NaN,,25
4170,13.04,16.83,10.43,12.84,NaN,,25
4171,10.57,15.33,9.18,10.89,NaN,,25
4172,8.26,14.56,8.3,8.52,NaN,,25
4173,6.77,13.99,8.36,6.62,NaN,,25
4174,5.78,13.58,8.29,5.47,NaN,,25
4175,4.95,13.0,7.97,5.04,NaN,,25
4176,4.51,12.72,7.98,4.93,NaN,,25
4177,4.14,12.93,8.06,5.04,NaN,,25
4178,3.83,12.35,8.2,7.77,NaN,,25
4179,3.15,11.33,8.36,8.36,NaN,,25
4180,2.81,11.17,8.24,8.35,NaN,,25
4181,2.61,10.82,8.58,8.34,NaN,,25
4182,2.51,10.34,8.6,8.15,NaN,,25
4183,4.33,10.97,7.96,7.56,NaN,,25
4184,8.85,12.99,4.14,9.21,NaN,,25
4185,13.72,15.65,0.87,10.59,NaN,,25
4186,15.66,17.61,0.57,11.51,NaN,,25
4187,16.27,19.17,0.56,13.73,NaN,,25
4188,14.97,19.88,-0.06,15.95,NaN,,25
4189,13.75,21.1,-0.0,16.48,NaN,,25
4190,13.46,21.59,0.54,16.79,NaN,,25
4191,13.5,21.59,0.35,16.45,NaN,,25
4192,13.25,21.36,0.54,14.6,NaN,,25
4193,13.29,20.57,1.02,13.57,NaN,,25
4194,13.04,18.91,1.48,13.03,NaN,,25
4195,11.19,16.91,0.7,12.3,NaN,,25
4196,8.22,15.69,-0.25,11.1,NaN,,25
4197,7.18,14.82,-0.68,11.32,NaN,,25
4198,6.72,14.28,-1.18,11.27,NaN,,25
4199,6.45,12.67,-1.25,11.15,NaN,,25
4200,6.42,11.81,-1.46,10.96,NaN,,26
4201,6.12,11.78,-1.9,10.79,NaN,,26
4202,5.8,11.39,-2.08,10.43,NaN,,26
4203,5.6,11.02,-2.9,10.49,NaN,,26
4204,5.84,10.71,-4.82,10.56,NaN,,26
4205,6.04,10.74,-6.47,10.68,NaN,,26
4206,6.39,11.06,-6.6,10.79,NaN,,26
4207,7.93,11.8,-4.64,11.55,NaN,,26
4208,10.08,12.72,-0.21,13.02,NaN,,26
4209,11.86,14.12,5.35,14.31,NaN,,26
4210,14.42,16.09,7.59,15.84,NaN,,26
4211,14.08,17.92,9.27,17.07,NaN,,26
4212,13.38,19.45,7.8,17.56,NaN,,26
4213,13.02,21.03,9.2,17.11,NaN,,26
4214,11.94,21.81,6.6,16.36,NaN,,26
4215,13.98,21.9,3.81,15.92,NaN,,26
4216,14.9,21.6,3.08,15.61,NaN,,26
4217,14.39,20.79,3.43,15.42,NaN,,26
4218,13.54,19.23,3.47,14.22,NaN,,26
4219,11.9,16.93,2.47,13.95,NaN,,26
4220,10.92,15.02,-0.83,14.61,NaN,,26
4221,9.94,14.97,-1.77,13.87,NaN,,26
4222,10.88,14.08,-2.91,13.57,NaN,,26
4223,11.01,12.41,-3.75,13.72,NaN,,26
4224,10.93,11.83,-4.49,13.67,NaN,,26
4225,10.98,11.57,-5.44,13.54,NaN,,26
4226,11.93,12.54,-5.74,13.38,NaN,,26
4227,10.96,12.52,-6.02,13.41,NaN,,26
4228,10.94,11.58,-6.23,13.31,NaN,,26
4229,10.32,10.17,-6.23,12.96,NaN,,26
4230,10.41,10.09,-5.86,12.87,NaN,,26
4231,11.24,11.42,-1.35,12.99,NaN,,26
4232,12.73,13.33,4.76,13.36,NaN,,26
4233,14.97,15.17,7.92,13.96,NaN,,26
4234,17.26,17.34,9.91,15.03,NaN,,26
4235,15.8,19.58,10.17,16.2,NaN,,26
4236,14.24,20.99,11.42,18.27,NaN,,26
4237,16.09,22.02,11.87,19.62,NaN,,26
4238,15.95,22.84,12.35,12.77,NaN,,26
4239,16.62,23.46,12.54,5.57,NaN,,26
4240,16.02,21.79,11.73,3.03,NaN,,26
4241,15.85,19.78,11.06,2.09,NaN,,26
4242,15.74,18.49,10.37,1.77,NaN,,26
4243,14.84,15.24,8.0,2.1,NaN,,26
4244,12.93,11.1,3.69,2.1,NaN,,26
4245,11.96,8.47,1.74,2.14,NaN,,26
4246,12.9,7.05,1.02,3.48,NaN,,26
4247,12.89,5.69,-0.27,4.39,NaN,,26
4248,12.77,5.67,-1.07,4.4,NaN,,26
4249,12.12,7.54,-1.53,3.92,NaN,,26
4250,10.11,10.68,-1.78,3.05,NaN,,26
4251,7.98,11.31,-2.6,2.53,NaN,,26
4252,6.76,10.38,-2.31,2.29,NaN,,26
4253,7.23,8.95,-2.54,1.62,NaN,,26
4254,7.42,9.25,-2.25,0.69,NaN,,26
4255,9.55,10.73,0.42,1.72,NaN,,26
4256,12.18,14.88,8.23,7.05,NaN,,26
4257,13.95,17.34,10.23,10.25,NaN,,26
4258,14.35,19.88,12.32,11.62,NaN,,26
4259,16.79,22.84,12.73,11.76,NaN,,26
4260,17.05,21.78,11.44,12.26,NaN,,26
4261,18.63,22.26,13.99,12.98,NaN,,26
4262,16.02,21.83,15.25,13.24,NaN,,26
4263,12.53,21.87,14.86,13.69,NaN,,26
4264,11.7,21.0,13.2,13.49,NaN,,26
4265,12.07,20.35,12.05,12.71,NaN,,26
4266,11.65,18.98,11.97,11.46,NaN,,26
4267,11.48,16.55,10.56,9.12,NaN,,26
4268,11.15,12.37,9.64,5.83,NaN,,26
4269,10.75,9.58,9.09,4.03,NaN,,26
4270,10.62,8.31,8.7,3.84,NaN,,26
4271,10.33,7.33,8.35,6.63,NaN,,26
4272,10.08,6.55,8.14,7.47,NaN,,26
4273,10.06,6.75,7.38,5.82,NaN,,26
4274,9.89,5.98,7.22,4.41,NaN,,26
4275,9.65,5.13,6.72,2.63,NaN,,26
4276,9.6,5.69,7.47,0.86,NaN,,26
4277,9.57,10.47,7.37,0.03,NaN,,26
4278,9.53,10.12,7.23,-0.3,NaN,,26
4279,9.52,12.52,8.41,2.24,NaN,,26
4280,9.7,19.01,9.73,8.36,NaN,,26
4281,10.28,21.46,11.18,12.05,NaN,,26
4282,11.14,23.78,13.63,13.98,NaN,,26
4283,11.91,25.23,13.62,14.25,NaN,,26
4284,11.3,26.66,13.96,14.81,NaN,,26
4285,10.96,24.52,14.92,14.45,NaN,,26
4286,11.51,23.94,14.84,14.23,NaN,,26
4287,12.23,23.53,15.01,14.33,NaN,,26
4288,11.49,23.08,14.99,13.82,NaN,,26
4289,11.09,22.19,14.26,12.76,NaN,,26
4290,10.44,20.98,12.44,11.97,NaN,,26
4291,9.94,18.76,11.19,10.22,NaN,,26
4292,9.6,14.45,10.81,7.73,NaN,,26
4293,9.56,11.65,10.71,5.62,NaN,,26
4294,9.56,9.91,10.57,4.4,NaN,,26
4295,9.46,9.04,10.55,3.44,NaN,,26
4296,9.15,8.41,10.29,2.35,NaN,,26
4297,8.98,7.62,9.46,1.74,NaN,,26
4298,8.84,7.06,8.72,1.02,NaN,,26
4299,8.54,6.25,9.2,0.46,NaN,,26
4300,8.14,5.5,9.21,-0.07,NaN,,26
4301,7.4,4.89,8.46,-0.51,NaN,,26
4302,7.27,4.8,8.08,-0.32,NaN,,26
4303,7.4,8.16,8.2,3.04,NaN,,26
4304,7.75,16.07,8.55,9.29,NaN,,26
4305,9.02,21.54,9.01,13.75,NaN,,26
4306,8.76,22.39,9.48,15.75,NaN,,26
4307,9.39,22.75,9.85,17.19,NaN,,26
4308,9.72,23.48,9.54,17.69,NaN,,26
4309,9.73,24.26,9.52,16.79,NaN,,26
4310,9.8,24.31,9.91,17.17,NaN,,26
4311,9.75,24.28,10.29,17.23,NaN,,26
4312,9.38,23.74,10.71,17.1,NaN,,26
4313,9.0,23.14,10.43,15.28,NaN,,26
4314,8.29,21.99,10.15,14.09,NaN,,26
4315,7.32,19.37,9.98,12.52,NaN,,26
4316,6.96,14.83,10.26,9.44,NaN,,26
4317,6.66,11.89,10.75,7.33,NaN,,26
4318,6.85,10.61,10.67,6.11,NaN,,26
4319,6.97,9.67,10.79,4.74,NaN,,26
4320,7.05,8.33,10.84,3.75,NaN,,26
4321,7.1,7.33,11.14,2.93,NaN,,26
4322,6.93,6.5,10.84,2.46,NaN,,26
4323,6.64,6.03,10.71,2.41,NaN,,26
4324,6.29,5.21,10.45,2.17,NaN,,26
4325,6.25,4.56,10.37,1.6,NaN,,26
4326,6.21,4.25,10.3,1.65,NaN,,26
4327,6.55,7.75,10.22,4.85,NaN,,26
4328,6.98,14.63,10.28,10.58,NaN,,26
4329,7.47,20.7,10.47,15.97,NaN,,26
4330,9.14,23.33,10.39,17.73,NaN,,26
4331,9.92,23.64,10.77,18.6,NaN,,26
4332,10.96,24.15,11.02,18.67,NaN,,26
4333,11.65,24.41,11.24,19.01,NaN,,26
4334,12.43,24.22,11.27,19.79,NaN,,26
4335,13.12,23.3,11.46,19.14,NaN,,26
4336,12.55,22.83,11.4,19.59,NaN,,26
4337,13.07,21.63,11.28,19.39,NaN,,26
4338,11.33,20.46,11.19,17.85,NaN,,26
4339,9.56,18.07,10.92,15.34,NaN,,26
4340,8.92,13.49,10.82,11.87,NaN,,26
4341,8.57,11.09,10.84,10.05,NaN,,26
4342,8.13,9.42,10.82,9.96,NaN,,26
4343,7.77,9.6,10.82,9.63,NaN,,26
4344,7.59,8.87,10.23,7.61,NaN,,26
4345,7.28,7.28,5.48,6.82,NaN,,26
4346,7.09,6.75,4.12,6.74,NaN,,26
4347,6.88,5.91,3.4,5.67,NaN,,26
4348,6.87,5.6,3.19,4.61,NaN,,26
4349,6.58,5.21,3.05,4.27,NaN,,26
4350,6.59,7.1,3.1,5.35,NaN,,26
4351,6.88,9.78,2.96,11.57,NaN,,26
4352,7.15,13.86,3.89,17.14,NaN,,26
4353,7.89,17.69,4.49,20.61,NaN,,26
4354,9.15,18.99,4.61,21.55,NaN,,26
4355,9.52,19.79,4.82,21.31,NaN,,26
4356,10.96,20.87,4.95,21.32,NaN,,26
4357,12.31,21.71,5.6,21.37,NaN,,26
4358,11.84,21.21,6.48,22.22,NaN,,26
4359,12.04,20.4,6.54,22.13,NaN,,26
4360,12.24,19.77,6.51,21.34,NaN,,26
4361,10.52,19.69,5.98,20.75,NaN,,26
4362,9.54,18.52,5.7,18.65,NaN,,26
4363,8.47,16.65,5.09,16.9,NaN,,26
4364,7.98,15.29,4.68,14.56,NaN,,26
4365,7.74,14.72,4.49,12.98,NaN,,26
4366,8.09,14.42,4.26,11.56,NaN,,26
4367,7.8,14.48,3.61,9.46,NaN,,26
4368,7.56,14.42,2.53,7.53,NaN,,27
4369,7.41,13.08,1.71,6.39,NaN,,27
4370,7.46,12.96,0.39,5.35,NaN,,27
4371,7.79,12.66,1.16,4.76,NaN,,27
4372,8.28,12.44,1.85,4.23,NaN,,27
4373,8.17,12.43,0.59,3.5,NaN,,27
4374,8.07,12.43,-0.35,3.78,NaN,,27
4375,8.86,12.53,2.81,7.85,NaN,,27
4376,11.07,12.88,6.02,14.31,NaN,,27
4377,13.02,13.55,9.02,18.93,NaN,,27
4378,13.73,13.48,10.8,20.53,NaN,,27
4379,15.57,9.8,11.88,21.72,NaN,,27
4380,16.27,7.67,10.78,22.93,NaN,,27
4381,16.25,6.85,10.7,22.19,NaN,,27
4382,18.04,8.01,10.36,21.74,NaN,,27
4383,18.35,9.63,11.85,22.1,NaN,,27
4384,17.87,10.6,10.21,21.39,NaN,,27
4385,17.09,9.58,12.19,20.59,NaN,,27
4386,15.84,8.72,10.11,19.26,NaN,,27
4387,14.04,7.15,7.94,17.76,NaN,,27
4388,12.29,6.19,5.07,17.39,NaN,,27
4389,12.11,5.51,4.74,17.43,NaN,,27
4390,10.55,5.69,4.82,17.01,NaN,,27
4391,9.88,5.85,2.82,15.8,NaN,,27
