,inv1819,inv1920,inv2021,inv2122,inv2223,inv2324,week
2066,0.37,-1.58,1.49,-2.85,NaN,,13
2067,-1.02,-1.91,1.93,-2.09,NaN,,13
2068,-1.58,-2.32,1.74,-2.14,NaN,,13
2069,-3.06,-2.87,2.01,-3.47,NaN,,13
2070,-3.58,-3.0,2.54,-3.79,NaN,,13
2071,-4.47,-3.24,2.23,-3.31,NaN,,13
2072,-4.34,-1.61,2.34,-2.25,NaN,,13
2073,-0.34,3.74,3.0,-0.07,NaN,,13
2074,3.94,10.11,3.35,1.57,NaN,,13
2075,6.6,11.95,4.72,2.67,NaN,,13
2076,7.06,12.46,5.02,4.17,NaN,,13
2077,6.95,12.99,4.86,4.68,NaN,,13
2078,6.71,11.47,4.41,2.66,NaN,,13
2079,7.59,10.06,3.7,2.08,NaN,,13
2080,5.69,6.68,2.57,2.08,NaN,,13
2081,3.91,2.99,2.21,2.2,NaN,,13
2082,4.1,1.08,2.25,2.49,NaN,,13
2083,4.0,-0.15,2.09,2.57,NaN,,13
2084,3.7,-0.8,1.97,2.49,NaN,,13
2085,3.6,-1.42,1.84,2.43,NaN,,13
2086,2.99,-2.14,1.22,2.98,NaN,,13
2087,2.09,-2.92,0.83,3.29,NaN,,13
2088,1.54,-3.44,0.66,2.98,NaN,,13
2089,1.84,-3.73,0.55,2.42,NaN,,13
2090,1.14,-4.13,0.51,2.14,NaN,,13
2091,0.44,-4.4,0.44,2.18,NaN,,13
2092,0.61,-4.5,-0.03,2.43,NaN,,13
2093,0.24,-4.91,-0.06,2.33,NaN,,13
2094,0.73,-5.02,-0.02,2.44,NaN,,13
2095,0.75,-5.14,-0.04,2.8,NaN,,13
2096,0.99,-3.2,0.2,2.94,NaN,,13
2097,3.25,4.79,1.36,3.7,NaN,,13
2098,4.72,8.04,2.66,4.5,NaN,,13
2099,6.21,9.0,4.0,5.74,NaN,,13
2100,6.92,10.47,3.81,6.59,NaN,,13
2101,6.89,10.89,3.38,6.75,NaN,,13
2102,6.01,10.47,2.72,6.74,NaN,,13
2103,4.89,9.74,2.28,5.84,NaN,,13
2104,3.25,8.08,2.0,4.74,NaN,,13
2105,2.43,4.0,1.93,4.31,NaN,,13
2106,2.28,1.64,1.98,4.05,NaN,,13
2107,1.86,0.03,1.92,4.15,NaN,,13
2108,0.89,-0.7,1.48,3.93,NaN,,13
2109,0.35,-1.26,1.36,3.83,NaN,,13
2110,0.35,-1.44,1.48,3.44,NaN,,13
2111,-0.05,-2.36,1.65,3.35,NaN,,13
2112,0.53,-2.71,1.59,3.34,NaN,,13
2113,0.25,-2.99,1.51,3.12,NaN,,13
2114,0.14,-3.13,1.64,2.96,NaN,,13
2115,0.2,-3.49,1.79,2.94,NaN,,13
2116,-0.46,1.83,1.8,2.68,NaN,,13
2117,-0.54,3.72,1.62,3.03,NaN,,13
2118,-0.76,4.31,1.52,3.62,NaN,,13
2119,-0.91,4.9,1.49,2.59,NaN,,13
2120,-0.88,4.84,1.5,2.7,NaN,,13
2121,0.89,7.47,1.72,3.49,NaN,,13
2122,2.69,9.9,2.21,4.6,NaN,,13
2123,3.94,12.36,2.36,5.28,NaN,,13
2124,4.55,13.71,1.73,5.81,NaN,,13
2125,5.07,14.35,1.46,5.83,NaN,,13
2126,4.7,13.87,1.38,5.41,NaN,,13
2127,4.14,12.53,1.42,4.61,NaN,,13
2128,2.2,10.37,0.82,3.03,NaN,,13
2129,-0.86,8.37,0.42,2.08,NaN,,13
2130,-1.47,7.0,0.29,1.24,NaN,,13
2131,-1.1,6.61,0.32,0.88,NaN,,13
2132,-2.54,5.89,0.44,0.5,NaN,,13
2133,-4.05,5.35,0.43,0.16,NaN,,13
2134,-4.82,5.62,0.13,-0.13,NaN,,13
2135,-4.56,5.25,0.3,0.51,NaN,,13
2136,-3.44,5.69,0.07,0.67,NaN,,13
2137,-2.5,5.04,-0.04,1.92,NaN,,13
2138,-1.96,4.91,-0.12,2.09,NaN,,13
2139,-2.03,4.54,-0.35,2.08,NaN,,13
2140,-1.97,3.96,-0.36,1.66,NaN,,13
2141,-2.76,3.62,-0.36,1.23,NaN,,13
2142,-3.95,3.51,-0.36,1.86,NaN,,13
2143,-4.93,3.45,-0.37,1.45,NaN,,13
2144,-3.5,3.84,-0.35,1.61,NaN,,13
2145,0.82,5.49,0.35,2.36,NaN,,13
2146,6.18,7.83,1.3,3.62,NaN,,13
2147,6.35,9.07,1.91,4.67,NaN,,13
2148,6.54,9.87,2.75,5.28,NaN,,13
2149,7.66,10.26,2.71,5.54,NaN,,13
2150,7.24,10.41,2.24,4.52,NaN,,13
2151,6.16,9.14,1.76,3.88,NaN,,13
2152,3.85,6.86,0.77,2.38,NaN,,13
2153,0.37,5.27,0.44,1.47,NaN,,13
2154,-1.45,4.9,0.24,1.07,NaN,,13
2155,-1.7,4.43,0.43,0.89,NaN,,13
2156,-2.28,4.51,-0.1,0.92,NaN,,13
2157,-2.02,3.96,-0.3,0.27,NaN,,13
2158,-1.56,3.17,-0.51,-0.22,NaN,,13
2159,-0.53,2.58,-1.07,-0.42,NaN,,13
2160,0.76,3.54,-1.4,-0.61,NaN,,13
2161,2.46,2.67,-0.81,-0.76,NaN,,13
2162,2.69,2.28,-1.11,-0.3,NaN,,13
2163,1.2,0.32,-1.54,-0.26,NaN,,13
2164,0.63,-0.89,-2.09,-0.32,NaN,,13
2165,-0.06,-1.99,-1.5,-0.46,NaN,,13
2166,-0.29,-3.26,-2.07,-0.18,NaN,,13
2167,0.39,-3.73,-2.48,0.2,NaN,,13
2168,0.75,-2.05,-1.07,0.9,NaN,,13
2169,5.05,3.48,1.29,2.34,NaN,,13
2170,8.51,7.19,4.58,4.09,NaN,,13
2171,10.51,8.63,6.92,4.84,NaN,,13
2172,10.37,9.48,5.42,6.62,NaN,,13
2173,9.17,9.71,4.35,6.72,NaN,,13
2174,7.4,8.81,4.27,6.79,NaN,,13
2175,6.03,7.68,3.02,6.19,NaN,,13
2176,5.33,6.98,1.52,5.33,NaN,,13
2177,3.98,5.5,0.23,3.96,NaN,,13
2178,2.62,4.05,-0.31,3.78,NaN,,13
2179,2.1,3.82,-0.58,3.36,NaN,,13
2180,2.18,3.26,-2.58,3.63,NaN,,13
2181,4.22,2.52,-4.01,3.74,NaN,,13
2182,4.61,2.78,-5.05,2.88,NaN,,13
2183,4.57,2.7,-5.32,1.2,NaN,,13
2184,4.34,2.04,-5.78,0.69,NaN,,14
2185,4.66,1.42,-6.37,0.34,NaN,,14
2186,4.93,0.57,-6.76,-1.16,NaN,,14
2187,5.36,2.7,-6.42,-1.47,NaN,,14
2188,4.76,3.72,-6.47,-2.22,NaN,,14
2189,3.55,2.36,-7.1,-2.83,NaN,,14
2190,2.75,1.66,-6.63,-3.24,NaN,,14
2191,2.81,2.94,-6.64,-3.65,NaN,,14
2192,2.79,4.3,-5.48,-1.79,NaN,,14
2193,4.63,4.97,0.97,4.52,NaN,,14
2194,10.21,6.57,6.8,11.37,NaN,,14
2195,11.42,8.09,9.12,12.51,NaN,,14
2196,11.86,8.24,9.17,14.26,NaN,,14
2197,10.34,7.37,9.2,14.87,NaN,,14
2198,8.5,6.59,8.87,15.12,NaN,,14
2199,8.28,6.37,7.51,13.17,NaN,,14
2200,6.35,6.02,5.33,10.05,NaN,,14
2201,3.3,5.43,3.09,4.89,NaN,,14
2202,1.26,5.02,1.45,1.94,NaN,,14
2203,1.44,4.93,0.05,0.51,NaN,,14
2204,4.32,4.72,-2.29,-0.45,NaN,,14
2205,3.73,4.61,-3.46,-0.84,NaN,,14
2206,2.69,4.61,-4.13,-1.23,NaN,,14
2207,2.08,4.58,-3.61,-1.77,NaN,,14
2208,1.82,4.11,-2.38,-1.81,NaN,,14
2209,1.25,3.42,-1.52,-2.38,NaN,,14
2210,0.19,2.93,-0.87,-2.6,NaN,,14
2211,0.61,2.03,-0.35,-1.56,NaN,,14
2212,2.06,0.81,0.1,2.29,NaN,,14
2213,2.06,0.17,2.19,5.27,NaN,,14
2214,1.4,0.59,2.58,7.96,NaN,,14
2215,2.04,0.88,1.69,7.61,NaN,,14
2216,2.7,1.14,2.28,7.16,NaN,,14
2217,5.75,3.65,5.74,8.1,NaN,,14
2218,8.4,6.45,8.74,9.38,NaN,,14
2219,9.89,8.07,10.34,10.68,NaN,,14
2220,9.2,8.7,10.8,12.15,NaN,,14
2221,9.36,9.16,10.58,14.04,NaN,,14
2222,8.84,9.19,11.06,13.67,NaN,,14
2223,7.93,8.07,9.7,12.34,NaN,,14
2224,6.16,7.15,6.87,9.66,NaN,,14
2225,1.94,6.81,5.62,6.91,NaN,,14
2226,-0.76,6.45,4.73,5.77,NaN,,14
2227,-1.8,6.25,4.22,4.76,NaN,,14
2228,-2.52,6.08,2.83,4.16,NaN,,14
2229,-3.14,6.19,2.02,3.75,NaN,,14
2230,-3.48,6.02,2.21,2.83,NaN,,14
2231,-3.19,5.83,2.1,2.53,NaN,,14
2232,-0.94,5.57,1.83,1.62,NaN,,14
2233,1.23,5.18,1.66,0.68,NaN,,14
2234,2.89,3.49,1.57,1.32,NaN,,14
2235,3.39,2.14,1.33,0.8,NaN,,14
2236,3.73,1.83,1.41,-1.02,NaN,,14
2237,3.79,0.15,1.39,-1.01,NaN,,14
2238,3.04,-0.67,0.99,-1.71,NaN,,14
2239,2.79,-1.23,0.88,-2.58,NaN,,14
2240,4.1,-0.37,1.13,-0.83,NaN,,14
2241,6.45,4.19,1.62,4.89,NaN,,14
2242,8.08,10.22,2.55,10.79,NaN,,14
2243,9.36,11.38,3.85,12.98,NaN,,14
2244,9.67,11.89,5.22,12.9,NaN,,14
2245,9.75,11.58,5.15,13.13,NaN,,14
2246,8.84,10.84,5.06,11.9,NaN,,14
2247,8.96,9.78,4.31,10.8,NaN,,14
2248,7.87,8.01,2.17,8.4,NaN,,14
2249,7.04,7.12,0.84,4.24,NaN,,14
2250,6.6,8.24,-0.05,3.13,NaN,,14
2251,6.48,8.27,-0.6,3.98,NaN,,14
2252,6.41,7.43,-0.13,4.96,NaN,,14
2253,6.37,7.54,-0.06,3.71,NaN,,14
2254,6.88,7.42,-0.24,1.36,NaN,,14
2255,6.82,7.59,-0.61,0.01,NaN,,14
2256,6.71,8.16,-0.84,-0.12,NaN,,14
2257,7.14,8.23,-1.02,-0.21,NaN,,14
2258,7.35,8.32,-1.4,1.86,NaN,,14
2259,7.11,7.47,-1.92,2.92,NaN,,14
2260,7.0,7.02,-2.54,0.78,NaN,,14
2261,7.36,7.72,-2.86,0.18,NaN,,14
2262,7.4,7.03,-3.03,0.22,NaN,,14
2263,7.42,5.73,-2.88,-1.47,NaN,,14
2264,7.41,6.38,-2.09,-0.59,NaN,,14
2265,7.4,9.47,0.3,5.11,NaN,,14
2266,7.4,11.65,2.76,10.69,NaN,,14
2267,7.59,13.1,5.27,9.83,NaN,,14
2268,8.09,12.44,5.92,10.55,NaN,,14
2269,8.33,12.56,6.08,11.11,NaN,,14
2270,8.37,12.26,5.27,11.89,NaN,,14
2271,8.36,11.06,3.89,10.72,NaN,,14
2272,8.35,9.68,2.3,7.86,NaN,,14
2273,8.37,6.82,-1.05,3.85,NaN,,14
2274,8.13,5.95,-2.66,1.5,NaN,,14
2275,7.67,4.67,-2.52,0.05,NaN,,14
2276,7.97,4.5,-3.05,-1.1,NaN,,14
2277,8.43,3.61,-2.82,-1.55,NaN,,14
2278,8.55,2.84,-2.13,-0.95,NaN,,14
2279,8.54,1.91,-2.38,-1.06,NaN,,14
2280,8.17,1.18,-1.95,-0.27,NaN,,14
2281,7.88,0.84,-1.63,3.22,NaN,,14
2282,7.45,0.59,-1.49,7.13,NaN,,14
2283,7.36,0.17,-1.29,7.97,NaN,,14
2284,7.67,0.03,-1.07,7.62,NaN,,14
2285,7.47,1.29,-1.45,6.38,NaN,,14
2286,7.13,2.94,-1.28,5.38,NaN,,14
2287,7.04,3.66,-0.85,4.51,NaN,,14
2288,4.74,4.28,-0.19,4.26,NaN,,14
2289,2.56,5.0,0.82,5.82,NaN,,14
2290,2.32,6.62,2.45,8.02,NaN,,14
2291,2.34,7.54,3.84,10.52,NaN,,14
2292,3.15,7.77,4.65,12.21,NaN,,14
2293,3.72,6.88,5.81,12.85,NaN,,14
2294,4.17,7.1,4.37,13.2,NaN,,14
2295,4.2,6.54,3.42,12.89,NaN,,14
2296,3.78,6.1,1.91,10.01,NaN,,14
2297,3.42,4.91,0.38,4.92,NaN,,14
2298,3.28,4.68,-0.05,1.77,NaN,,14
2299,2.9,4.71,-0.49,-0.04,NaN,,14
2300,2.54,4.72,-0.97,-0.91,NaN,,14
2301,2.38,4.54,-1.42,-0.7,NaN,,14
2302,2.13,4.61,-1.41,-0.92,NaN,,14
2303,2.0,4.21,-1.6,-2.03,NaN,,14
2304,1.94,3.86,-1.48,-2.73,NaN,,14
2305,1.74,3.73,-1.01,-3.23,NaN,,14
2306,1.7,3.8,-0.65,-3.49,NaN,,14
2307,1.81,4.01,-0.73,-3.29,NaN,,14
2308,1.82,4.06,-0.52,-3.5,NaN,,14
2309,1.76,4.26,-0.92,-3.5,NaN,,14
2310,1.53,3.85,-1.18,-3.79,NaN,,14
2311,1.24,3.74,-0.82,-4.0,NaN,,14
2312,1.34,3.97,-0.38,-2.64,NaN,,14
2313,1.99,4.94,0.87,-0.08,NaN,,14
2314,2.61,5.67,2.42,6.4,NaN,,14
2315,3.13,7.2,4.08,9.72,NaN,,14
2316,3.69,8.35,4.78,10.58,NaN,,14
2317,3.5,9.0,6.02,9.41,NaN,,14
2318,2.91,8.76,5.95,9.63,NaN,,14
2319,2.15,7.8,4.89,8.72,NaN,,14
2320,1.11,6.19,3.79,7.03,NaN,,14
2321,0.58,5.34,1.0,2.98,NaN,,14
2322,0.67,4.77,-1.49,0.9,NaN,,14
2323,0.83,4.21,-2.66,1.36,NaN,,14
2324,0.51,4.28,-3.63,3.09,NaN,,14
2325,0.18,3.84,-4.39,3.71,NaN,,14
2326,-0.02,3.72,-4.98,3.87,NaN,,14
2327,0.06,3.65,-5.27,3.64,NaN,,14
2328,-0.14,3.63,-5.89,3.56,NaN,,14
2329,0.03,3.51,-6.53,4.21,NaN,,14
2330,0.33,3.46,-6.43,4.61,NaN,,14
2331,0.22,3.21,-7.05,4.69,NaN,,14
2332,-0.08,2.73,-6.58,4.59,NaN,,14
2333,-0.3,2.73,-4.47,4.49,NaN,,14
2334,-0.67,3.1,-2.5,4.3,NaN,,14
2335,-1.52,3.11,-1.82,4.34,NaN,,14
2336,-1.45,3.65,-2.07,4.39,NaN,,14
2337,2.33,5.13,1.56,4.61,NaN,,14
2338,5.58,6.26,4.0,4.71,NaN,,14
2339,7.89,6.73,4.61,4.96,NaN,,14
2340,8.98,6.85,4.61,5.83,NaN,,14
2341,6.92,6.26,5.06,6.41,NaN,,14
2342,6.16,5.72,5.01,5.79,NaN,,14
2343,4.66,4.68,4.92,5.44,NaN,,14
2344,4.52,3.9,3.68,5.04,NaN,,14
2345,1.43,3.64,3.27,4.52,NaN,,14
2346,-0.98,3.68,3.34,4.12,NaN,,14
2347,-1.17,3.69,3.35,3.85,NaN,,14
2348,0.71,3.57,3.4,3.5,NaN,,14
2349,1.38,3.43,3.34,2.4,NaN,,14
2350,1.98,3.35,3.35,1.87,NaN,,14
2351,2.2,3.19,3.72,1.22,NaN,,14
2352,2.1,3.07,3.76,0.74,NaN,,15
2353,1.67,2.75,4.29,-0.03,NaN,,15
2354,1.21,2.35,3.76,0.8,NaN,,15
2355,1.23,2.05,3.33,1.53,NaN,,15
2356,1.06,1.63,2.96,1.65,NaN,,15
2357,0.67,1.52,2.74,1.93,NaN,,15
2358,0.62,1.42,3.79,2.51,NaN,,15
2359,0.22,1.35,3.18,1.58,NaN,,15
2360,0.27,1.96,3.4,2.76,NaN,,15
2361,0.99,4.16,4.47,3.94,NaN,,15
2362,1.46,6.69,4.97,5.39,NaN,,15
2363,1.89,8.76,5.78,6.06,NaN,,15
2364,2.27,9.73,5.85,6.04,NaN,,15
2365,2.12,11.4,5.76,6.77,NaN,,15
2366,2.22,10.17,6.43,6.8,NaN,,15
2367,1.69,9.17,6.25,6.22,NaN,,15
2368,1.09,6.84,5.8,4.66,NaN,,15
2369,0.87,2.16,5.46,2.21,NaN,,15
2370,0.78,-0.35,5.23,1.16,NaN,,15
2371,0.68,-1.72,5.28,0.14,NaN,,15
2372,0.77,-2.69,5.51,-0.85,NaN,,15
2373,0.66,-3.15,5.64,-2.98,NaN,,15
2374,0.71,-3.79,5.51,-4.32,NaN,,15
2375,0.58,-3.74,5.27,-5.14,NaN,,15
2376,0.38,-3.67,5.28,-5.1,NaN,,15
2377,0.25,-3.6,5.6,-4.08,NaN,,15
2378,0.28,-3.73,5.36,-3.82,NaN,,15
2379,0.13,-3.45,4.92,-2.85,NaN,,15
2380,0.25,-3.82,6.31,-2.27,NaN,,15
2381,-0.03,-3.75,6.04,-2.36,NaN,,15
2382,-0.08,-3.83,5.85,-2.7,NaN,,15
2383,-0.26,-4.9,5.91,-3.07,NaN,,15
2384,0.23,-4.04,7.0,-2.89,NaN,,15
2385,1.2,0.66,8.04,2.48,NaN,,15
2386,2.37,6.7,8.88,5.77,NaN,,15
2387,2.25,8.42,8.97,7.33,NaN,,15
2388,2.23,9.5,8.19,9.03,NaN,,15
2389,2.53,10.68,8.26,8.91,NaN,,15
2390,2.57,10.32,8.77,7.37,NaN,,15
2391,1.82,8.61,8.71,7.35,NaN,,15
2392,1.36,6.18,9.24,5.0,NaN,,15
2393,1.31,2.05,8.81,1.05,NaN,,15
2394,1.03,-0.61,9.13,-0.7,NaN,,15
2395,0.75,-1.89,9.42,-0.99,NaN,,15
2396,0.05,-2.94,9.41,-0.2,NaN,,15
2397,-0.12,-3.56,9.25,-0.23,NaN,,15
2398,-0.91,-3.85,9.29,-1.62,NaN,,15
2399,-1.23,-4.5,9.56,-1.89,NaN,,15
2400,-1.7,-5.02,9.56,0.88,NaN,,15
2401,-1.29,-3.51,10.03,0.79,NaN,,15
2402,-1.02,3.27,10.67,-1.61,NaN,,15
2403,-0.97,3.95,11.09,-2.26,NaN,,15
2404,-0.97,3.64,10.84,-3.29,NaN,,15
2405,-0.98,2.97,9.35,-4.23,NaN,,15
2406,-1.32,2.24,9.81,-5.01,NaN,,15
2407,-1.3,2.82,10.38,-4.94,NaN,,15
2408,-0.77,3.76,10.35,-2.7,NaN,,15
2409,-0.95,4.82,10.71,2.89,NaN,,15
2410,-1.22,6.09,10.82,8.4,NaN,,15
2411,-0.7,7.09,10.82,9.84,NaN,,15
2412,0.23,7.72,10.89,10.09,NaN,,15
2413,0.89,8.27,11.55,10.68,NaN,,15
2414,0.95,9.17,11.74,10.54,NaN,,15
2415,1.24,8.59,11.01,9.79,NaN,,15
2416,0.26,7.37,10.59,7.65,NaN,,15
2417,-0.13,4.83,10.63,3.92,NaN,,15
2418,-0.6,2.94,10.67,1.47,NaN,,15
2419,-0.75,1.88,10.74,0.85,NaN,,15
2420,-1.3,1.35,10.81,2.96,NaN,,15
2421,-2.17,-0.14,10.81,1.06,NaN,,15
2422,-2.03,-1.35,10.64,0.64,NaN,,15
2423,-1.64,-1.27,10.52,-0.48,NaN,,15
2424,-1.82,-2.32,10.02,0.18,NaN,,15
2425,-1.65,-3.47,10.01,2.96,NaN,,15
2426,-1.64,-4.0,9.8,4.03,NaN,,15
2427,-1.38,-4.19,9.56,3.63,NaN,,15
2428,-1.04,-4.99,9.57,2.32,NaN,,15
2429,-0.78,-4.46,9.53,2.1,NaN,,15
2430,-0.72,-4.85,9.58,2.15,NaN,,15
2431,-0.85,-5.51,9.44,2.78,NaN,,15
2432,-0.19,-3.45,9.25,3.85,NaN,,15
2433,0.86,3.22,8.32,4.73,NaN,,15
2434,2.16,8.4,7.61,5.33,NaN,,15
2435,3.03,9.6,9.01,5.77,NaN,,15
2436,4.28,11.3,10.54,5.6,NaN,,15
2437,4.33,10.87,8.59,4.93,NaN,,15
2438,4.25,11.1,8.04,4.73,NaN,,15
2439,3.74,10.13,6.02,4.07,NaN,,15
2440,3.01,7.62,5.8,3.11,NaN,,15
2441,2.42,3.37,5.87,2.43,NaN,,15
2442,2.36,1.02,5.89,2.3,NaN,,15
2443,1.78,0.13,5.34,2.0,NaN,,15
2444,1.49,-0.24,5.13,1.33,NaN,,15
2445,0.82,-0.03,5.05,1.24,NaN,,15
2446,0.8,0.87,4.96,1.27,NaN,,15
2447,0.98,0.39,4.9,1.74,NaN,,15
2448,0.62,-0.02,4.91,2.1,NaN,,15
2449,0.46,-0.07,5.09,2.1,NaN,,15
2450,0.07,0.6,5.24,1.83,NaN,,15
2451,-0.12,1.36,4.95,1.1,NaN,,15
2452,-0.27,3.46,4.62,0.36,NaN,,15
2453,-0.34,3.77,4.53,-0.8,NaN,,15
2454,-0.65,4.49,3.09,-1.5,NaN,,15
2455,-0.96,5.02,2.82,-1.71,NaN,,15
2456,-1.2,5.28,2.92,-0.59,NaN,,15
2457,-0.39,5.89,4.92,3.61,NaN,,15
2458,0.63,6.47,5.59,6.49,NaN,,15
2459,0.77,7.23,5.8,7.13,NaN,,15
2460,1.15,8.0,6.07,7.58,NaN,,15
2461,1.39,9.19,5.37,8.74,NaN,,15
2462,2.11,10.91,4.62,8.73,NaN,,15
2463,1.04,10.45,4.13,7.54,NaN,,15
2464,-0.11,9.48,3.77,5.21,NaN,,15
2465,-0.83,8.58,3.93,2.12,NaN,,15
2466,-1.1,8.39,3.6,-0.33,NaN,,15
2467,-1.26,8.4,3.49,-0.31,NaN,,15
2468,-1.6,8.38,3.33,-1.03,NaN,,15
2469,-1.9,8.17,2.61,-1.58,NaN,,15
2470,-2.02,8.01,1.21,-1.99,NaN,,15
2471,-2.24,7.69,-0.61,-2.57,NaN,,15
2472,-2.45,7.92,-1.58,-3.24,NaN,,15
2473,-2.54,8.33,-1.96,-3.82,NaN,,15
2474,-2.5,8.32,-1.76,-4.62,NaN,,15
2475,-2.16,8.08,-2.57,-5.17,NaN,,15
2476,-2.44,8.03,-3.22,-5.36,NaN,,15
2477,-2.77,7.73,-2.66,-5.3,NaN,,15
2478,-2.56,7.69,-1.38,-5.13,NaN,,15
2479,-2.22,7.6,-1.38,-3.85,NaN,,15
2480,-1.96,7.68,0.44,-1.91,NaN,,15
2481,1.06,7.94,2.39,2.52,NaN,,15
2482,3.56,8.03,4.33,6.3,NaN,,15
2483,6.39,8.21,4.8,8.99,NaN,,15
2484,7.66,8.11,6.26,9.27,NaN,,15
2485,7.48,8.37,7.89,8.68,NaN,,15
2486,6.77,8.17,6.4,9.11,NaN,,15
2487,5.96,7.87,5.08,8.08,NaN,,15
2488,3.49,7.67,4.27,5.58,NaN,,15
2489,0.25,7.49,3.37,1.87,NaN,,15
2490,-1.11,7.4,2.61,-0.5,NaN,,15
2491,-1.62,7.4,2.2,-1.34,NaN,,15
2492,-1.38,7.4,1.63,-2.43,NaN,,15
2493,-1.45,7.4,1.44,-2.71,NaN,,15
2494,-1.3,7.31,1.62,-3.17,NaN,,15
2495,-1.56,7.15,1.34,-3.88,NaN,,15
2496,-2.2,7.11,1.09,-3.46,NaN,,15
2497,-3.07,7.1,1.05,-3.49,NaN,,15
2498,-4.13,7.05,1.23,-3.63,NaN,,15
2499,-5.1,7.04,0.7,-3.84,NaN,,15
2500,-5.05,6.92,0.41,-4.06,NaN,,15
2501,-5.35,6.71,-0.51,-4.19,NaN,,15
2502,-5.19,6.49,-1.45,-5.0,NaN,,15
2503,-5.16,6.47,-2.44,-5.29,NaN,,15
2504,-4.11,6.75,-1.41,-3.26,NaN,,15
2505,0.49,7.06,2.97,0.65,NaN,,15
2506,7.12,7.07,7.17,4.87,NaN,,15
2507,8.26,7.32,8.65,5.83,NaN,,15
2508,7.74,7.79,8.86,6.04,NaN,,15
2509,8.2,7.57,8.55,5.99,NaN,,15
2510,6.65,8.25,7.42,5.71,NaN,,15
2511,7.03,8.98,6.3,5.04,NaN,,15
2512,6.76,7.86,5.07,4.4,NaN,,15
2513,6.56,5.63,1.62,3.77,NaN,,15
2514,7.14,4.67,-1.56,3.58,NaN,,15
2515,8.39,3.76,-2.78,3.36,NaN,,15
2516,8.68,3.26,-3.55,3.33,NaN,,15
2517,8.95,3.92,-4.17,3.06,NaN,,15
2518,8.76,5.42,-4.45,2.91,NaN,,15
2519,8.34,5.85,-5.03,3.16,NaN,,15
2520,7.32,6.09,-5.62,3.38,NaN,,16
2521,6.24,6.5,-5.26,3.34,NaN,,16
2522,5.97,7.1,-5.34,3.05,NaN,,16
2523,5.66,7.62,-6.36,3.16,NaN,,16
2524,4.84,8.32,-7.25,3.06,NaN,,16
2525,4.62,8.37,-7.62,3.05,NaN,,16
2526,4.61,8.41,-7.72,3.21,NaN,,16
2527,4.62,8.38,-7.1,1.47,NaN,,16
2528,4.61,8.66,-3.73,1.76,NaN,,16
2529,4.87,8.81,1.2,5.97,NaN,,16
2530,4.66,9.27,6.21,9.26,NaN,,16
2531,4.93,9.31,6.32,9.8,NaN,,16
2532,4.94,9.31,8.23,9.71,NaN,,16
2533,4.73,9.26,8.0,10.32,NaN,,16
2534,4.05,9.24,6.69,8.82,NaN,,16
2535,2.42,9.52,5.84,8.03,NaN,,16
2536,2.48,9.63,4.54,6.66,NaN,,16
2537,3.11,10.0,2.31,3.43,NaN,,16
2538,3.34,9.66,0.71,0.89,NaN,,16
2539,3.15,9.47,-0.47,-0.45,NaN,,16
2540,3.07,8.53,-1.49,-0.59,NaN,,16
2541,3.19,7.38,-1.58,-1.58,NaN,,16
2542,3.15,7.4,-3.0,0.97,NaN,,16
2543,3.13,7.22,-4.15,2.73,NaN,,16
2544,3.22,6.9,-4.66,3.05,NaN,,16
2545,3.24,5.94,-5.42,3.45,NaN,,16
2546,2.77,4.95,-5.81,4.16,NaN,,16
2547,1.99,4.44,-6.2,3.59,NaN,,16
2548,1.58,4.37,-6.55,1.27,NaN,,16
2549,1.72,4.64,-6.54,-1.22,NaN,,16
2550,1.8,4.47,-6.55,-2.42,NaN,,16
2551,1.67,4.04,-6.59,-2.74,NaN,,16
2552,2.18,4.44,-4.83,-0.84,NaN,,16
2553,3.26,7.9,2.43,4.53,NaN,,16
2554,4.79,9.51,5.34,8.36,NaN,,16
2555,5.61,11.52,6.15,8.64,NaN,,16
2556,5.71,12.76,5.79,8.83,NaN,,16
2557,7.26,13.18,5.45,9.58,NaN,,16
2558,6.95,12.47,5.01,9.24,NaN,,16
2559,5.28,11.92,3.39,8.5,NaN,,16
2560,4.39,9.47,2.37,7.05,NaN,,16
2561,3.04,6.54,2.75,3.83,NaN,,16
2562,2.12,4.95,3.1,0.81,NaN,,16
2563,2.11,5.1,3.47,-0.68,NaN,,16
2564,1.55,4.21,3.69,-1.42,NaN,,16
2565,1.84,1.8,3.69,-1.65,NaN,,16
2566,2.06,1.75,3.47,-2.1,NaN,,16
2567,1.67,2.26,3.37,-2.1,NaN,,16
2568,1.51,0.76,3.35,-2.12,NaN,,16
2569,1.1,-0.33,3.51,-2.75,NaN,,16
2570,0.71,0.71,3.37,-2.88,NaN,,16
2571,0.12,5.11,3.3,-2.57,NaN,,16
2572,-0.49,6.1,3.22,-1.91,NaN,,16
2573,-0.59,5.9,3.29,-2.63,NaN,,16
2574,-0.22,3.82,3.35,-3.75,NaN,,16
2575,-0.24,2.53,3.66,-4.59,NaN,,16
2576,0.8,4.95,3.74,-2.2,NaN,,16
2577,2.99,8.36,4.42,4.66,NaN,,16
2578,5.03,10.56,4.17,9.54,NaN,,16
2579,7.73,8.7,4.97,10.9,NaN,,16
2580,7.1,10.82,7.33,12.16,NaN,,16
2581,6.2,12.03,6.52,12.2,NaN,,16
2582,5.74,12.87,5.94,12.37,NaN,,16
